ID,Text,Comment
Building.Shrine.FlavorDescription,"Güneşi de övün, çok fazla değil.","Dark Souls reference, beavers should be thankful for the sun as it allows their crops to grow etc., but in excess, it also leads to the droughts."
Building.Shrub.DisplayName,"Çalı",Must be different than 'Bush' which is a plant in the game
Building.Shrub.FlavorDescription,"Pratik olan her şeyi savunur, kunduzlar hem güzel hem de lezzetli dekorasyonlarını sever.",
Building.Slope.DisplayName,"Yamaç",
Building.Slope.FlavorDescription,"Bunu buraya kim koymuşsa, kunduzlar minnettardır.",
Building.SmallWarehouse.Description,"Mal depolar.",
Building.SmallWarehouse.DisplayName,"Küçük Depo",
Building.SmallWarehouse.FlavorDescription,"Kıyamet sonrası dünyanın tüm tehlikeleriyle birlikte, malların uygun şekilde depolanması çok önemlidir.",
Building.SmallWaterTank.Description,"Az miktarda su depolar.",
Building.SmallWaterTank.DisplayName,"Küçük Su Deposu",
Building.SmallWaterTank.FlavorDescription,"Her damla suyu nasıl kurtaracağını öğrenmek, kunduzların zorlu çevreye uyum sağlamasına yardımcı oldu.",
Building.Smelter.DisplayName,Döküm atölyesi,"A facility that uses very high temperature to produce metal blocks from iron ore."
Building.Smelter.FlavorDescription,"Yeni kunduz dünyası ter ve yanık kürk kokusuyla dövüldü.",
Building.StartingLocation.DisplayName,"Başlangıç Konumu",
Building.StreamGauge.Description,"Suyun derinliğini ve akışını ölçer.",
Building.StreamGauge.DisplayName,"Akış Göstergesi",
Building.StreamGauge.FlavorDescription,"Kunduzların işlerinde bir gelgit var. Hangi, selde alınan, servete yol açar.","Adapted quote from Shakespeare's 'Julius Cesar'"
Building.StreamGauge.HighestWaterLevel,"En yüksek su seviyesi: {0}",
Building.StreamGauge.Reset,"Sıfırla",
Building.StreamGauge.WaterCurrent,"Su akımı: {0} cm",
Building.StreamGauge.WaterLevel,"Su seviyesi: {0}",
Building.SuspensionBridge.Description,"Kunduzların boşluklardan geçmesine izin verir.",
Building.SuspensionBridge.FlavorDescription,"Göründüğünden daha sağlam.",
Building.SuspensionBridgeMetal.FlavorDescription,"Göründüğü kadar sağlam.",
Building.SuspensionBridge1x1.DisplayName,Asma köprü 1x1,Numbers at the end denote size X by Y
Building.SuspensionBridge2x1.DisplayName,Asma köprü 2x1,Numbers at the end denote size X by Y
Building.SuspensionBridge3x1.DisplayName,Asma köprü 3x1,Numbers at the end denote size X by Y
Building.SuspensionBridge4x1.DisplayName,Asma köprü 4x1,Numbers at the end denote size X by Y
Building.SuspensionBridge5x1.DisplayName,Asma köprü 5x1,Numbers at the end denote size X by Y
Building.SuspensionBridge6x1.DisplayName,Asma köprü 6x1,Numbers at the end denote size X by Y
Building.TappersShack.Description,"Ağaçlardan özsu ve şurup toplayan musluklar kullanır.",
Building.TappersShack.DisplayName,"Tapper'ın Kulübesi","A shack where workers tap trees to gather sap and syrups, similar to sugar shacks in Canada."
Building.Temple.DisplayName,"Tapınak",
Building.Temple.FlavorDescription,"Burada kunduzlar, göreceli cömertliği ile doğaya teşekkür eder.",We don't want to make references to real-life religion.
Building.TributeToIngenuity.DisplayName,"Yaratıcılığa Saygı Duruşu",Name of a monument
Building.TributeToIngenuity.FlavorDescription,"Her grup farklı bir yol izler ama kunduzların yaratıcılığı evrenseldir.",
Building.TripleFloodgate.DisplayName,"Üçlü baraj",
Building.TripleFloodgate.FlavorDescription,"yüksek seviyede su tutmak için",
Building.TripleLodge.Description,"Bir sürü kunduz barındırır.",Houses thrice the amounts of beavers as normal lodge
Building.TripleLodge.DisplayName,Üç Katlı Kulübe,
Building.TripleLodge.FlavorDescription,"""İleri git ve çoğal"", Dişleklerin ciddiye aldığı bir atasözüdür.""","Go Forth and multiply is a biblical quote."
Building.TriplePlatform.DisplayName,Üç katlı Platform,Triple as triple the height of a normal platform
Building.TriplePlatform.FlavorDescription,"Direkleri kemirmek kesinlikle yasaktır!",
Building.UndergroundRuins.Description,"Madenden çıkarılabilen metal artıklarıyla dolu, gömülü kalıntılar.",
Building.UndergroundRuins.DisplayName,"Yeraltı Harabeleri","Buried ruins on top of which an extracting facility - a mine - can be placed."
Building.UndergroundRuins.FlavorDescription,"Aşağıda insanlar her ne yapıyorsa, kesinlikle çok fazla metal gerektiriyor.",
Building.UndergroundWarehouse.Description,"Büyük yeraltı deposu.",
Building.UndergroundWarehouse.DisplayName,"Yeraltı Deposu",
Building.UndergroundWarehouse.FlavorDescription,"Tüm depolama alanı, merdivenlerin uçuşuna değer.",
Building.WaterDump.Description,"Su boşaltır.",
Building.WaterDump.DisplayName,"Su Damlatma",A building (or its employee) which discharges water brought in buckets from other places.
Building.WaterDump.FlavorDescription,"""Bana yeterince kova ver, ben de gölü taşıyayım."" —Ol' Kazko","A reference to a quote by Archimedes: Give me a place to stand, and I shall move the world."
Building.WaterPump.Description,"Kunduzların içmesi için suyu pompalar ve filtreler.",
Building.WaterPump.DisplayName,Su Pompası,
Building.WaterPump.FlavorDescription,"Bir yudum tatlı su sizi pompalamaya yeter.","""Pump"" pun, feel free to adapt."
Building.WaterSource.DisplayName,"Su Kaynağı",
Building.WaterSource.FlavorDescription,"""Nehrin hep aksın."" —Beaver greeting",
Building.WaterWheel.Description,"Güç üretir, bir nehir kıyısında suya konulmalıdır.",Power is not an electrical but mechanical/kinetic energy.
Building.WaterWheel.DisplayName,Su Çarkı,
Building.WaterWheel.FlavorDescription,"Ol' Kazko'nun opus magnum'u.","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Windmill.Description,"Rüzgardan değişken miktarda güç üretir.",
Building.Windmill.DisplayName,"Yel Değirmeni",
Building.Windmill.FlavorDescription,"""Hepimiz rüzgardaki talaşız!"" —Folktails song","Reference to ""Dust in the Wind"" by Kansas."
Building.WoodenStairs.DisplayName,"Ahşap Merdivenler",
Building.WoodenStairs.FlavorDescription,"Merdivenlerin icadı ile kunduzlar bir sonraki seviyeye yükseldi.",
Building.WoodWorkshop.Description,"Tahtaları reçine ile doldurarak güçlendirir.","It produces treated / impregnated planks. The resin used is a pine resin."
Building.WoodWorkshop.DisplayName,"Ahşap Atölyesi","It produces treated / impregnated planks. Do NOT use the same term as lumber mill."
Building.WoodWorkshop.FlavorDescription,"İşlenmiş tahtalar neden bu kadar güçlü? Çünkü reçineler.","'Because resins' sounds like 'Because reasons', wordplay on an older meme."
Buildings.AboveGround,"<SolidHighlight>Yerleşim:</SolidHighlight> Diğer binaların üzerine yerleştirilmelidir.",
Buildings.BuildingIsUnique,"<SolidHighlight>Bu gruba özel</SolidHighlight>",Describes a building which is only available to this faction.
Buildings.DeletePrompt,"Binayı kaldırmak istediğinizden emin misiniz?",
Buildings.FloodedAlert,"Binayı su basmış",
Buildings.FloodedPanel,"Su bastı.",
Buildings.GroundOnly,"<SolidHighlight>Yerleştirme:</SolidHighlight> Sadece zemine yerleştirilebilir.",
Buildings.NeedsWaterAlert,"Binanın suya ihtiyacı var",
Buildings.NeedsWaterPanel,"Bu binanın çalışması için daha derin suya ihtiyacı var.",
Buildings.Paused,Kapalı.,"Alternative terms: Paused, Switched off"
Buildings.Solid,<SolidHighlight>Sağlam:</SolidHighlight> Üzerine başka binalar inşa edilebilir.,Solid or Stackable — something that tells the player that you can build on top of it
Buildings.UnreachableBuildingAlert,"Bağlantısız bina","Shown when a building isn't connected to a district center, shorter version"
Buildings.UnreachableBuildingPanel,"Bu bina herhangi bir bölge merkezine yol ile bağlı değil.".,"Shown when a building isn't connected to a district center, longer version"
Buildings.UnreachableConstruction,"Bu şantiye inşaatçılardan çok uzak! Daha fazla yol veya yeni bir bölge inşa edin.",Shown when a construction site is out of range
Buildings.UnsuitableBuildingBelow,"Bu binanın {0} üzerine inşa edilmesi gerekiyor",{0} stands for another buildings DisplayName. This is a warning shown to the user during building placing.
BuildingTools.CantUnlock,"{0} açılamıyor, yeterli Bilim Puanı yok.",{0} stands for Building.DisplayName {1} stands for amount. Prompt when player doesn't have enough science points to unlock a building.
BuildingTools.DistrictsInConflict,"Bölgeler bir kapı ile ayrılmalıdır.",A warning when a player tries to connect two districts without separating them with a District Gate.
BuildingTools.Multiple,"Birden çok nesne yerleştirmek için <b>SFB</b>'yi basılı tutun",Tooltip that tells the players that they can place multiple objects at once
BuildingTools.UnlockPrompt,"{0} kilidini açmak istediğinizden emin misiniz? {1} Bilim Puanına mal olur.",{0} stands for Building.DisplayName {1} stands for amount. Prompt when player presses to unlock a building.
CancelPlantingTool.Description,"Dikim alanlarının işaretini kaldırmak için kullanın.",Description of a tool that removes fields.
CancelPlantingTool.Title,"Ekim alanını temizle",Tool that removes fields so the beavers won't plant there.
Carrying.Carry,"Taşıyor: {0} ({1} / {2} kg)",{0} stands for Good.DisplayName {1} stands for carried good weight {2} stands for beaver lifting capacity. Tells player what the beaver is carrying and how much it weighs in comparison to the beaver's strength
Carrying.Nothing,Yok,When beaver is carrying nothing.
Clusters.SharesPower,"Gücü bitişik binalarla paylaşır.",Power is not an electrical but mechanical/kinetic energy. Notifies that the power is shared with buildings that touch this building.
ConstructionSites.NoMaterials,"Gerekli tüm malzemeleri alamıyorum.",Shown in the building box when there are no available materials in the nearby storages or no storages nearby
ConstructionSites.NoMaterialsShort,"İnşaat malzemeleri eksik",Notification that the construction can't be finished; keep fairly short
ConstructionSites.PriorityTitle,"İnşaat önceliği:",Setting a priority for construction work on a construction site
ConstructionSites.Progress,"İlerleme: {0}%{1}",{0} stands for percentage {1} stands for ConstructionSites.Info. Percentage of building finished
ConstructionSites.Info.WaitingForMaterials,"(malzeme bekleniyor)",Awaiting new materials to build
Core.BrowseDirectory,"Dizine göz atın ►",Opens file browser to either save folder or map folder. Please keep the arrow.
Core.Cancel,İptal,A button please keep short
Core.GameTip,"İpucu: Bir bina, Kulübe veya Depo <SolidHighlight>Sağlam</SolidHighlight> olarak işaretlenmişse, çatısına başka yapılar inşa edebilirsiniz.",Tip that shows up while the game is loading. Solid is a keyword.
Core.Load,Yükle,A button please keep short
Core.Loading,YÜKLENİYOR,Used in loading screen during loading
Core.NavigationNext,Sonraki,Used in forms to navigate to the next step.
Core.NavigationBack,Önceki,Used in forms to navigate to the previous step.
Core.No,Hayır,A button please keep short
Core.OK,Tamam,A button please keep short
Core.Overwrite,"üzerine yaz",A button shown in prompts with confirmation that a file will be overwritten
Core.ResourceNameAndAmount,{0} ({1}),"Used for example in building material costs, {0} stands for resource name, {1} stands for amount"
Core.ResourceNameAndAmountPerHour,"{0} ({1} saatlik)","Used for example in building resource usage, {0} stands for resource name, {1} stands for amount"
Core.Save,Kaydet,A button please keep short
Core.SaveAs,Farklı kaydet...,A button please keep short
Core.Start,Başlat,A button please keep short
Core.Yes,Evet,
Demolish.Mark,Yıkım,Demolishing is removing with the use of builders. Must be different than 'Delete' which has a slightly different meaning in the game.
Demolish.Cancel,Yıkımı iptal et,
Demolish.PriorityTitle,Yıkım önceliği:,Setting a priority for demolition work on demolition target
DemolishSelectionTool.Description,"Yıkmak istediğiniz kaynakları işaretlemek için kullanın. Tüm kaynaklar kaybolacak.",
DemolishSelectionTool.Title,"Kaynakları yıkım için işaretleyin",
DemolishUnselectionTool.Title,"Kaynak yıkımını kaldırın",
DemolishUnselectionTool.Description,Yıkım için işaretlenmiş kaynakların işaretini kaldırmak için kullanın.,
DeletionTool.Description.Buildings,"Binaları silmek için bu aracı kullanın.",
DeletionTool.Description.Objects,"Nesneleri silmek için bu aracı kullanın.".,
DeletionTool.Prompt,"Seçilen nesneleri kaldırmak istediğinizden emin misiniz? Bunu geri alamazsınız.",
DeletionTool.Title.Buildings,Binaları kaldır,
DeletionTool.Title.Objects,Nesneyi kaldır,
Distribution.AddNewRoute,Yeni rota ekle,Button please keep short
Distribution.DistrictDistributionLimits,Bölge dağıtım limitleri,Button please keep short
Distribution.High,Yüksek,The upper limit of imported/exported goods
Distribution.Low,Düşük,The lower limit of imported/exported goods
Distribution.LowHighTooltip,"Düşük - bu sınırın altındaki kaynaklar bir bölgeye taşınmaz
ve gelen kaynaklar için önceliklendirilir.

Yüksek - bu sınırın üzerindeki kaynaklar bir bölgeye taşınmaz.",
Distribution.NoDistrict,Bölge yok,
Distribution.NoRoutes,Rota belirlenmedi,
Distribution.PickDropOffPointTip,"Hedef Bırakma Noktasını seçin. Farklı bir bölgede olmalı ve Karayolu ile Dağıtım merkezine bağlı olmalıdır.",Distribution Post must be consistent with Building.DistributionPost.
Distribution.PickDropOffPointTitle,"Bırakma Noktasını Seçin",
Distribution.PickDropOffPointWarning,"Hedef farklı bir bölgede olmalı ve yol ile bağlantılı olmalıdır.",
Distribution.Routes,Rotalar,
Distribution.RouteProblemAlert,"Kunduzlar malları dağıtamaz",
Distribution.RouteProblemPanel,"Bazı yollar çalışmıyor.",
Distribution.RoutePaused,Duraklatıldı,
Distribution.SelectGood,"Mal seç",
Districts.DefaultDistrictName,"Bölge {0}","{0} is a number. By default districts are named District 1, District 2 etc."
Districts.Districts,Bölgeler,
Districts.GlobalView,Genel Görünüm,
Dwelling.Inhabitants,"Sakinler: {0}",{0} stands for a number. How many beavers live in this house.
Dwelling.AssignAny,"herhangi birini ata",A button which assigns a random beaver to this house. Please keep short - constrained space.
Dwelling.AssignUnemployed,"işsiz atama",A button which assigns a unemployed beaver to this house. Please keep short - constrained space.
Dwelling.Dwellers,"Sakinler",Header for the box of the inhabitants/tenants of this house
Dwelling.Newborn,{0} doğdu!,{0} stands for beaver name. Notification that shows when a new beaver is born.
Dwelling.NoBeaverCanReach,"Hiçbir kunduz bu meskene ulaşamaz.",Information that this building is unreachable for any beavers.
Dwelling.NoUnemployedCanReach,"Hiçbir işsiz kunduz bu meskene ulaşamaz.",Information that this building is unreachable for any unemployed beavers.
Emptying.Empty,"Boş depolama",A command for beavers to empty this storage.
Emptying.EmptyingInProgress,"Bina boşaltılıyor ve yeni malları kabul etmiyor.",
EntityPanel.ChangeName,"Yeni bir ad girin:",Shown when renaming a beaver or a building
EntityPanel.Hide,"Açıklamayı gizle",Tooltip for a button which hides description
EntityPanel.Show,Açıklamayı göster,Tooltip for a button which shows description
ExceptionPanel.HowToFindReport,"Rapora hangi verilerin dahil edileceğini burada görebilirsiniz:",
ExceptionPanel.Introduction,"Bu beklemiyorduk. Sorun bizde ama bir hata raporu göndererek sorunu çözmemize yardımcı olabilirsiniz.",
ExceptionPanel.ManualInstructions,"Alternatif olarak, raporu manuel olarak da gönderebilirsiniz:",
ExceptionPanel.PrivacyPolicyAccept,"Kabul ediyorum",Next to a checkbox and followed by ExceptionPanel.PrivacyPolicyLink
ExceptionPanel.PrivacyPolicyLink,"Gizlilik Politikası",Preceded by a checkbox and ExceptionPanel.PrivacyPolicyToggle
ExceptionPanel.SendFail,"Gönderilemedi, yeniden denemek için tıklayın",
ExceptionPanel.SendReport,Timberborn ekibine hata raporu gönder,
ExceptionPanel.SendSuccess,"Raporunuzu aldık, teşekkürler!",
ExceptionPanel.Sending,"Gönderiliyor...",
ExceptionPanel.Title,"Haydaaa... bu bir hata :'(",
Faction.Folktails.Description,"Kolay ve çalışkan. Dişlekler uzman çiftçilerdir. Doğaya saygı duyarlar ve onları bol nimetlerle ödüllendirilirler.
Sloganları: <i>Konfor, yemek ve sağlam ahşap.</i>",Description of a beaver faction
Faction.Folktails.DisplayName,Dişlek,Name of a faction
Faction.IronTeeth.Description,"Geleneksel ahşap yöntemlerini terk edenler, gelişmiş makineler inşa etmek için demir ve bilimde ustalaştılar.
Yaratıcılık, verimlilik ve çevreye saygısızlık yoluyla ilerleme sağlarlar.
Sloganları: <i>Çalış, çalış, çalış.</i>",Description of a beaver faction
Faction.IronTeeth.DisplayName,Demir Diş,Name of a faction
FactionSelection.Header,"Grubunu seç",
FactionSelection.NewFactionUnlocked,"Yeni grup kilidi açıldı:",Followed by the name of a faction in new line
FactionSelection.WellbeingCondition,"Kilidi açmak için {0} mutlu döngünün {1} için tamamlanması gerekli",{0} stands for a number {1} stand for Faction.DisplayName
Fields.Harvesting,Hasat,Preceded by Fields.PriorityAction
Fields.Planting,Ekim,Preceded by Fields.PriorityAction
Fields.PriorityAction,"Öncelikli eylem:",Which of the actions is prioritized.
GameExitPanel.Exit,Çık,A button please keep short
GameExitPanel.Message,"Gitmeden önce, geri bildiriminizi paylaşarak oyunu daha iyi hale getirmemize yardımcı olun.",
GameExitPanel.ShareFeedback,"Geri bildirimde bulun",A button please keep short
GameExitPanel.Title,"Timberborn'u erken erişimde oynadığınız için teşekküler.",
Gathering.GathererFlag.Action,"Toplama:","Followed by a list of goods, like Gathers: Berries"
Gathering.Nothing,Yok,Nothing is prioritized to be gathered.
Gathering.Prioritize,Öncelik:,Which resource is prioritized to be gathered.
Goals.Button,Hedefler,A button please keep short
Goals.NotEligible,"Bu grubu oynarken uygun değil",Preceded by Goals.Progress
Goals.Unlocked,Kilit açıldı!,Preceded by Goals.Progress
Goals.Progress,İlerleme:,
Good.Berries.DisplayName,Böğürtlen,Resource name
Good.Berries.PluralDisplayName,Böğürtlen,Resource name
Good.Book.DisplayName,Kitap,Resource name
Good.Book.PluralDisplayName,Kitap,Resource name
Good.Bread.DisplayName,Ekmek,Resource name
Good.Bread.PluralDisplayName,Ekmek,Resource name
Good.Carrot.DisplayName,Havuç,Resource name
Good.Carrot.PluralDisplayName,Havuç,Resource name
Good.CattailCracker.DisplayName,"Su kamışı krakeri","Crackers made from flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailCracker.PluralDisplayName,"Su kamışı krakeri","Crackers made from flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailFlour.DisplayName,"Su kamışı unu","Flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailFlour.PluralDisplayName,"Su kamışı unu","Flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailRoot.DisplayName,"Su kamışı kökü","Root of plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailRoot.PluralDisplayName,"Su kamışı kökü","Root of plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.Chestnut.DisplayName,"Kestane","Fruit of a Aesculus hippocastanum tree, also known as conkers"
Good.Chestnut.PluralDisplayName,"Kestane","Fruit of a Aesculus hippocastanum tree, also known as conkers"
Good.Explosives.DisplayName,Patlayıcı,Resource name. Not to be confused with the Dynamite building.
Good.Explosives.PluralDisplayName,Patlayıcı,Resource name. Not to be confused with the Dynamite building.
Good.Flour.DisplayName,Un,Resource name
Good.Flour.PluralDisplayName,Un,Resource name
Good.Gear.DisplayName,Dişli,Resource name
Good.Gear.PluralDisplayName,Dişli,Resource name
Good.GrilledChestnut.DisplayName,"Kızarmış kestane","Grilled fruit of a Aesculus hippocastanum tree, also known as conkers, keep plant name same as Good.Chestnut.DisplayName."
Good.GrilledChestnut.PluralDisplayName,"Kızarmış kestane","Grilled fruit of a Aesculus hippocastanum tree, also known as conkers, keep plant name same as Good.Chestnut.DisplayName."
Good.GrilledPotato.DisplayName,"Kızarmış patates",Resource name
Good.GrilledPotato.PluralDisplayName,"Kızarmış patates",Resource name
Good.GrilledSpadderdock.DisplayName,"Sarı nilüfer ızgarası","Grilled plant Nuphar Lutea, keep plant name same as NaturalResource.Spadderdock.DisplayName"
Good.GrilledSpadderdock.PluralDisplayName,"Sarı nilüfer ızgarası","Grilled plant Nuphar Lutea, keep plant name same as NaturalResource.Spadderdock.DisplayName"
Good.Log.DisplayName,Kütük,Resource name
Good.Log.PluralDisplayName,Kütük,Resource name
Good.MaplePastry.DisplayName,"Akçaağaç böreği","A baked good filled with maple syrup."
Good.MaplePastry.PluralDisplayName,"Akçaağaç böreği","A baked good filled with maple syrup."
Good.MapleSyrup.DisplayName,"Akçaağaç şurubu","Sweet syrup created from maple sap"
Good.MapleSyrup.PluralDisplayName,"Akçaağaç şurubu","Sweet syrup created from maple sap"
Good.MetalBlock.DisplayName,Metal blok,Resource name
Good.MetalBlock.PluralDisplayName,Metal blok,Resource name
Good.Paper.DisplayName,Kağıt,Resource name
Good.Paper.PluralDisplayName,Kağıt,Resource name
Good.PineResin.DisplayName,"Çam reçinesi","Also known as pine sap. Pine is the type of tree defined in NaturalResource.Pine.DisplayName."
Good.PineResin.PluralDisplayName,"Çam reçinesi","Also known as pine sap. Pine is the type of tree defined in NaturalResource.Pine.DisplayName."
Good.Plank.DisplayName,Kalas,Resource name
Good.Plank.PluralDisplayName,Kalaslar,Resource name
Good.Potato.DisplayName,Patates,Resource name
Good.Potato.PluralDisplayName,Patates,Resource name
Good.ScrapMetal.DisplayName,Hurda metal,Resource name
Good.ScrapMetal.PluralDisplayName,Hurda metaller,Resource name
Good.Spadderdock.DisplayName,"Sarı nilüfer","A plant formally called Nuphar Lutea"
Good.Spadderdock.PluralDisplayName,"Sarı nilüfer","A plant formally called Nuphar Lutea"
Good.TreatedPlank.DisplayName,"işlenmiş tahta","Plank impregnated with resin. Use the same word for plank as in Good.Plank."
Good.TreatedPlank.PluralDisplayName,"işlenmiş tahta","Plank impregnated with resin. Use the same word for plank as in Good.Plank."
Good.Water.DisplayName,Su,Resource name
Good.Water.PluralDisplayName,Su,Resource name
Good.Wheat.DisplayName,Buğday,Resource name
Good.Wheat.PluralDisplayName,Buğday,Resource name
Good.WheatFlour.DisplayName,Buğday unu,"Flour made out of wheat. Use the same name for wheat as in Good.Wheat."
Good.WheatFlour.PluralDisplayName,Buğday unu,"Flour made out of wheat. Use the same name for wheat as in Good.Wheat."
GoodConsuming.SupplyDescription,"Kullanım: {0}",{0} stands for resource name and amount per hour.
GoodConsuming.SupplyRemaining,"Tedarik {0} saat sürecek","{0} stands for hours. Describes a building which requires a certain resources to operate, such as water."
Goods.Nothing,"Hiç bir şey yok",
Growing.Time,"Büyüme: {0}",{0} stands for a number of days. How many days left does this plant have to fully grow.
Hauling.Prioritize,"Nakliyeciler tarafından inşaata öncelik verin",building is a noun in this sentence. This building will be prioritized by haulers.
Homelessness.StrandedStatusMessage,"Kunduz mahsur kaldı",This status is activated after a beaver got stranded and cut off from the village.
Inventory.All,Tamamı,A button please keep short
Inventory.Allowed,Kabul:,Please keep short. What types of resources are allowed in storage.
Inventory.Capacity,"Kapasite:",How much space there is in the storage
Inventory.Default,Varsayılan,A button please keep short. The default resources will be desired.
Inventory.Desired,İstenilen:,Please keep short. Which resources will be desired in the storage.
Inventory.IsEmpty,"Stokta hiç mal yok",
Inventory.Full,"Bina dolu".,Building full of items.
Inventory.Goods,"Mallar:",
Inventory.Header.Desired,İstenilen,Please keep short. Header above a column that tells how many of each resource is desired in the storage.
Inventory.Header.Name,Ad,Please keep short. Header above a column with names of resources allowed in the storage.
Inventory.Header.Stock,Stok,Please keep short. Header above a column with amounts of resource in stock of the storage.
Inventory.None,Hiç biri,A button please keep short. No resources are allowed/desired
Inventory.StartingInventory,"Başlangıç malları",
KeyBindingsPanel.Bindings,"<b>Zaman</b>
Hız değiştirme: ~, 1, 2, 3
Durdur: BOŞLUK

<b>Kamera</b>
Kamera Gezdirme: WASD / Yön tuşları, Fare tekerleği (Sağ Tuş ile ayarlardan değiştirilebilir)
Kamera döndürme: Q / E, Sağ Fare Tuşu (Scroll)
Kamera Yakınlaşma: Fake tekerleği, PAGE UP / PAGE DOWN
Kamerayı hızlı hareket: SHIFT
Kaydet / Kamera konumuna geri dön: CTRL + V / V
Arayüzü gizle / göster: CTRL + H
Maksimum görünür seviyeyi değiştir: ALT + Fake tekerleği
Su görünürlüğünü aç/kapat: T

<b>Binalar</b>
Binalar: R / SHIFT + R
Binayı kaldır: DEL
Binayı kaldırmaya zorla: SHIFT + DEL
Binayı duraklat / devam et: P",Description of available key bindings
KeyBindingsPanel.Header,Kısa yollar,Header of the key bindings box
Labor.TransportWhenIdle,"Boştayken malları depolar arasında taşı.",Next to a toggle. Transport is a verb here.
LoadMapPanel.Header,Harita düzenle,
MainMenu.WelcomeScreenStart,Başla!,A button please keep short
MainMenu.WelcomeScreenText,"Selamlar yerleşimci!

<i>Timberbornu Erken Erişim</i> ile oynuyorsunuz.

Önümüzdeki yol heyecan verici ancak oyunun devam eden bir çalışma olduğunu unutmayın. Yeni içerik eklemeye devam ediyoruz ve oyunun mevcut birçok parçası daha fazla çalışma gerektiriyor. Hatalar ve çökmeler olacak. Lütfen geri bildiriminizi <i>Geri bildirim</i> düğmesini kullanarak veya resmi Discord sunucusunda paylaşın.

Daha önce Timberborn Alpha, Beta veya Demo oynadıysanız, oyun o zamandan beri yoğun bir şekilde optimize edildi ve yeni binalar, ikinci oynanabilir fraksiyon ve daha fazlası dahil olmak üzere yeni içerikler içeriyor. Bazı mekaniklerin yeniden tasarlandığına ve farklı çalışmasına hazırlıklı olun.

İyi şanslar ve sulak kalmayı unutmayın!",
MainMenu.WelcomeScreenTitle,Erken Erişim Bilgilendirmesi,Header of the welcome screen popup.
Manufactory.CurrentRecipe,"Reçete:","Text before a dropdown for changing factory recipe - what the factory produces from what ingredients."
Manufactory.NoRecipeOption,Yok,"Text shown in a dropdown when no recipe is selected. Keep below 15 characters."
Manufactory.NoRecipeStatus,"Reçete seçilmedi","A warning that no recipe is selected for crafting"
Manufactory.NoRecipeStatusShort,"Reçete seçilmedi","A warning that no recipe is selected for crafting. Please keep short."
Manufactory.Recipe.FlowingWater,"Su akışı","Water brought in buckets from other places is discharged in a building (Water dump) creating freely flowing water. This freely flowing water is the recipe product."
MapEditor.Brush.AbsoluteTerrainHeight,"Arazi yüksekliği (Düşür)",A tool that changes terrain height to an absolute value.
MapEditor.Brush.Density,Yoğunluk,Density of objects.
MapEditor.Brush.Height.Label,"Fırça yüksekliği:",Either absolute or relative height at which brush will paint.
MapEditor.Brush.Height.Shortcuts,"[ [ ] / [ ] ], [ALT-Scroll]",
MapEditor.Brush.NaturalResourceRemoval,"Doğal kaynakları kaldır",Natural resources meaning trees and bushes
MapEditor.Brush.NaturalResourceSpawning,"Doğal kaynaklar",Natural resources meaning trees and bushes
MapEditor.Brush.RandomizeYieldGrowth,"Rastgele verim artışı","This text is next to a toggle that randomizes the percentage growth of fruit, chestnuts or other things that can be gathered and regrow"
MapEditor.Brush.RelativeTerrainHeight.Tip,"İndirmek için <b>SHIFT</b> tuşunu basılı tutun.",To lower ground.
MapEditor.Brush.RelativeTerrainHeight.Title,"Arazi yüksekliği (Arttır)",A tool that changes terrain height by a value relative to the original height.
MapEditor.Brush.Shape.Label,Fırça şekli:,
MapEditor.Brush.Shape.Round,Yuvarlak,
MapEditor.Brush.Shape.Shortcuts,[\],
MapEditor.Brush.Shape.Square,Kare,
MapEditor.Brush.Size.Label,Fırça genişliği:,
MapEditor.Brush.Size.Shortcuts,"[-] / [+], [CTRL-Scroll]",
MapEditor.Exit,"Düzenleyiciden çık",A button please keep short
MapEditor.Layers.Header,Katmanlar,"A header above a list of map layers that can be hidden, such as water or trees"
MapEditor.Layers.NaturalResources,"Doğal kaynaklar",
MapEditor.Layers.Water,Su,
MapEditor.LoadMap.Header,Harita Seç,
MapEditor.NewMap,Yeni harita,A button please keep short
MapEditor.NewMap.Create,Oluştur,A button which confirms new map parameters and starts the map editor
MapEditor.NewMap.Header,Yeni Harita,
MapEditor.NewMap.Size,Boyut:,
MapEditor.NoStartingLocation,"Başlangıç noktası belirleyin.",Notification that there is no starting location object. Keep consistent with Building.StartingLocation.DisplayName.
MapEditor.SaveMap.Header,Haritayı kaydet,
MapEditor.SaveMap.MapExists,"{0} haritası zaten var.",{0} stands for map name
MapEditor.SaveMap.NamePlaceholder,Ad girin...,Placeholder text in an empty map name text field
MapEditor.SaveMap.SavedAs,"{0} farklı kaydet'",{0} stands for map name. A notification when a map has been saved.
