ID,Text,Comment
Building.StreamGauge.FlavorDescription,"thewe is a tide i-in the affaiws of beavews. Which, taken a-at t-the fwood, weads on to f-fowtune. ",Adapted quote from Shakespeare's 'Julius Cesar'
Building.StreamGauge.HighestWaterLevel,Highest watew wevew: {0} ,
Building.StreamGauge.Reset,Weset ,
Building.StreamGauge.WaterCurrent,Watew cuwwent: {0} cms ,
Building.StreamGauge.WaterLevel,Watew wevew: {0} ,
Building.SuspensionBridge.Description,Awwows beavews to p-pass ovew gaps. ,
Building.SuspensionBridge.FlavorDescription,S-Stuwdiew t-than i-it seems. ,
Building.SuspensionBridgeMetal.FlavorDescription,As stuwdy as it seems. ,
Building.SuspensionBridge1x1.DisplayName,Suspension B-Bwidge 1x1 ,Numbers at the end denote size X by Y
Building.SuspensionBridge2x1.DisplayName,Suspension Bwidge 2x1 ,Numbers at the end denote size X by Y
Building.SuspensionBridge3x1.DisplayName,Suspension Bwidge 3x1 ,Numbers at the end denote size X by Y
Building.SuspensionBridge4x1.DisplayName,Suspension B-Bwidge 4x1 ,Numbers at the end denote size X by Y
Building.SuspensionBridge5x1.DisplayName,Suspension Bwidge 5x1 ,Numbers at the end denote size X by Y
Building.SuspensionBridge6x1.DisplayName,Suspension Bwidge 6x1 ,Numbers at the end denote size X by Y
Building.TappersShack.Description,Empwoys tappews who gathew sap and sywup fwom twees. ,
Building.TappersShack.DisplayName,Tappew's Shack ,"A shack where workers tap trees to gather sap and syrups, similar to sugar shacks in Canada."
Building.Temple.DisplayName,Tempwe ,
Building.Temple.FlavorDescription,"Hewe, beavews thank the whimsicaw natuwe fow its wewative genewosity. ",We don't want to make references to real-life religion.
Building.TributeToIngenuity.DisplayName,T-Twibute to Ingenuity ,Name of a monument
Building.TributeToIngenuity.FlavorDescription,Evewy f-faction f-fowwows a diffewent paf b-but beavews' inventiveness is univewsaw. ,
Building.TripleFloodgate.DisplayName,Twipwe Fwoodgate ,
Building.TripleFloodgate.FlavorDescription,A-Any highew and watew becomes too heavy to howd in. ,
Building.TripleLodge.Description,Houses a wot of beavews. ,Houses thrice the amounts of beavers as normal lodge
Building.TripleLodge.DisplayName,Twipwe W-Wodge ,
Building.TripleLodge.FlavorDescription,Go fowf and muwtipwy,Go Forth and multiply is a biblical quote.
Building.TriplePlatform.DisplayName,Twipwe Pwatfowm ,Triple as triple the height of a normal platform
Building.TriplePlatform.FlavorDescription,Gnawing o-on powes is stwictwy pwohibited! ,
Building.UndergroundRuins.Description,Buwied wuins fuww of metaw scwaps that can be mined. ,
Building.UndergroundRuins.DisplayName,Undewgwound Wuins ,Buried ruins on top of which an extracting facility - a mine - can be placed.
Building.UndergroundRuins.FlavorDescription,"Whatevew hoomans wewe doing down thewe, it suwe wequiwed wots o-of metaw. ",
Building.UndergroundWarehouse.Description,Massive undewgwound stowage. ,
Building.UndergroundWarehouse.DisplayName,Undewgwound Wawehouse ,
Building.UndergroundWarehouse.FlavorDescription,Aww the stowage space i-is wowf the fwight of s-staiws. ,
Building.WaterDump.Description,Dischawges watew. ,
Building.WaterDump.DisplayName,W-Watew Dump ,A building (or its employee) which discharges water brought in buckets from other places.
Building.WaterDump.FlavorDescription,Give me enough b-buckets and I shaww move t-the wake.,"A reference to a quote by Archimedes: Give me a place to stand, and I shall move the world."
Building.WaterPump.Description,Pumps and fiwtews watew fow beavews to d-dwink. ,
Building.WaterPump.DisplayName,Watew Pump ,
Building.WaterPump.FlavorDescription,A guwp of fwesh watew is enough to pump you up. ,"""Pump"" pun, feel free to adapt."
Building.WaterSource.DisplayName,Watew Souwce ,
Building.WaterSource.FlavorDescription,May youw wivew awways f-fwow.,
Building.WaterWheel.Description,"Pwoduces powew, shouwd be pwaced in watew on a wivew bank. ",Power is not an electrical but mechanical/kinetic energy.
Building.WaterWheel.DisplayName,Watew Wheew ,
Building.WaterWheel.FlavorDescription,Ow' Kazko's o-opus magnum. ,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Windmill.Description,Genewates a changeabwe amount of powew fwom the wind. ,
Building.Windmill.DisplayName,Windmiww ,
Building.Windmill.FlavorDescription,Aww we a-awe is sawdust in the wind!,"Reference to ""Dust in the Wind"" by Kansas."
Building.WoodenStairs.DisplayName,Wooden Staiws ,
Building.WoodenStairs.FlavorDescription,"Wif the invention of staiws, beavews ascended to the next wevew. ",
Building.WoodWorkshop.Description,Stwengthens pwanks by infusing them wif wesin. ,It produces treated / impregnated planks. The resin used is a pine resin.
Building.WoodWorkshop.DisplayName,Wood Wowkshop ,It produces treated / impregnated planks. Do NOT use the same term as lumber mill.
Building.WoodWorkshop.FlavorDescription,Why awe tweated pwanks so stwong? Because wesins. ,"'Because resins' sounds like 'Because reasons', wordplay on an older meme."
Buildings.AboveGround,<SolidHighlight>Above-gwound:</SolidHighlight> Must be pwaced atop othew buiwdings. ,
Buildings.BuildingIsUnique,<SolidHighlight>Unique to this f-faction</SolidHighlight> ,Describes a building which is only available to this faction.
Buildings.DeletePrompt,A-Awe you suwe you want to d-dewete the buiwding? ,
Buildings.FloodedAlert,Fwooded buiwding ,
Buildings.FloodedPanel,It's fwooded. ,
Buildings.GroundOnly,<SolidHighlight>Gwound-onwy:</SolidHighlight> Must be buiwt o-on the gwound. ,
Buildings.NeedsWaterAlert,Buiwding needs watew ,
Buildings.NeedsWaterPanel,this buiwding needs deepew watew to function. ,
Buildings.Paused,Tuwned off. ,"Alternative terms: Paused, Switched off"
Buildings.Solid,<SolidHighlight>Sowid:</SolidHighlight> Othew buiwdings can be buiwt on its top. ,Solid or Stackable — something that tells the player that you can build on top of it
Buildings.UnreachableBuildingAlert,Unconnected buiwding ,"Shown when a building isn't connected to a district center, shorter version"
Buildings.UnreachableBuildingPanel,this buiwding isn't c-connected to any distwict centew by paths. ,"Shown when a building isn't connected to a district center, longer version"
Buildings.UnreachableConstruction,this constwuction site is too faw fwom buiwdews! Buiwd m-mowe paths ow a new distwict. ,Shown when a construction site is out of range
Buildings.UnsuitableBuildingBelow,this buiwding needs t-to be buiwt on top of {0} ,{0} stands for another buildings DisplayName. This is a warning shown to the user during building placing.
BuildingTools.CantUnlock,"Can't u-unwock {0}, not enough Science Points. ",{0} stands for Building.DisplayName {1} stands for amount. Prompt when player doesn't have enough science points to unlock a building.
BuildingTools.DistrictsInConflict,Distwicts must be sepawated by a gate. ,A warning when a player tries to connect two districts without separating them with a District Gate.
BuildingTools.Multiple,Howd <b>WMB</b> to pwace m-muwtipwe objects ,Tooltip that tells the players that they can place multiple objects at once
BuildingTools.UnlockPrompt,Awe you suwe you want t-to unwock {0}? I-It costs {1} Science P-Points. ,{0} stands for Building.DisplayName {1} stands for amount. Prompt when player presses to unlock a building.
CancelPlantingTool.Description,Use it to unmawk pwanting aweas. ,Description of a tool that removes fields.
CancelPlantingTool.Title,Cweaw p-pwanting awea ,Tool that removes fields so the beavers won't plant there.
Carrying.Carry,Cawwies: {0} ({1} of {2} kg) ,{0} stands for Good.DisplayName {1} stands for carried good weight {2} stands for beaver lifting capacity. Tells player what the beaver is carrying and how much it weighs in comparison to the beaver's strength
Carrying.Nothing,nothing ,When beaver is carrying nothing.
Clusters.SharesPower,Shawes powew wif adjacent buiwdings. ,Power is not an electrical but mechanical/kinetic energy. Notifies that the power is shared with buildings that touch this building.
ConstructionSites.NoMaterials,Can't get aww wequiwed matewiaws. ,Shown in the building box when there are no available materials in the nearby storages or no storages nearby
ConstructionSites.NoMaterialsShort,Constwuction wacks matewiaws ,Notification that the construction can't be finished; keep fairly short
ConstructionSites.PriorityTitle,Constwuction pwiowity: ,Setting a priority for construction work on a construction site
ConstructionSites.Progress,Pwogwess: {0}%{1} ,{0} stands for percentage {1} stands for ConstructionSites.Info. Percentage of building finished
ConstructionSites.Info.WaitingForMaterials,(waiting fow matewiaws) ,Awaiting new materials to build
Core.BrowseDirectory,Bwowse diwectowy ► ,Opens file browser to either save folder or map folder. Please keep the arrow.
Core.Cancel,Cancew ,A button please keep short
Core.GameTip,"Tip: If a b-buiwding is mawked as <SolidHighlight>Sowid</SolidHighlight>, such as a Wodge ow a Wawehouse, y-you can buiwd othew stwuctuwes o-on i-its woof. ",Tip that shows up while the game is loading. Solid is a keyword.
Core.Load,Woad ,A button please keep short
Core.Loading,WOADING ,Used in loading screen during loading
Core.NavigationNext,Next ,Used in forms to navigate to the next step.
Core.NavigationBack,B-Back ,Used in forms to navigate to the previous step.
Core.No,No ,A button please keep short
Core.OK,OK ,A button please keep short
Core.Overwrite,Ovewwwite ,A button shown in prompts with confirmation that a file will be overwritten
Core.ResourceNameAndAmount,{0} ({1}) ,"Used for example in building material costs, {0} stands for resource name, {1} stands for amount"
Core.ResourceNameAndAmountPerHour,{0} ({1} pew h-houw) ,"Used for example in building resource usage, {0} stands for resource name, {1} stands for amount"
Core.Save,Save ,A button please keep short
Core.SaveAs,Save as... ,A button please keep short
Core.Start,Stawt ,A button please keep short
Core.Yes,Yes ,
Demolish.Mark,Demowish ,Demolishing is removing with the use of builders. Must be different than 'Delete' which has a slightly different meaning in the game.
Demolish.Cancel,Cancew demowishing ,
Demolish.PriorityTitle,Demowition pwiowity: ,Setting a priority for demolition work on demolition target
DemolishSelectionTool.Description,Use it to mawk wesouwces you want to demowish. Aww wesouwces wiww be wost. ,
DemolishSelectionTool.Title,M-Mawk wesouwces fow demowition ,
DemolishUnselectionTool.Title,Unmawk wesouwces fow demowition ,
DemolishUnselectionTool.Description,Use it to unmawk wesouwces mawked fow demowition. ,
DeletionTool.Description.Buildings,U-Use this toow to dewete buiwdings. ,
DeletionTool.Description.Objects,Use this toow to dewete objects. ,
DeletionTool.Prompt,Awe you suwe y-you want to destwoy s-sewected objects? You won't be abwe to undo it. ,
DeletionTool.Title.Buildings,Dewete buiwdings ,
DeletionTool.Title.Objects,Dewete objects ,
Distribution.AddNewRoute,Add a new woute ,Button please keep short
Distribution.DistrictDistributionLimits,Distwict distwibution wimits ,Button please keep short
Distribution.High,H-High ,The upper limit of imported/exported goods
Distribution.Low,Wow ,The lower limit of imported/exported goods
Distribution.LowHighTooltip,"Wow - wesouwces bewow this wimit awe not cawwied out fwom a distwict 
and awe pwiowitized by incoming distwibutows.  
 
High - wesouwces above this wimit a-awe not cawwied into a distwict.",
Distribution.NoDistrict,No d-distwict ,
Distribution.NoRoutes,No woutes estabwished ,
Distribution.PickDropOffPointTip,Choose the destination Dwop-off Point. It must be in a d-diffewent distwict a-and connected by woad to the D-Distwibution Post. ,Distribution Post must be consistent with Building.DistributionPost.
Distribution.PickDropOffPointTitle,Sewect Dwop-off Point ,
Distribution.PickDropOffPointWarning,Destination must be in a diffewent distwict and connected by woad. ,
Distribution.Routes,Woutes ,
Distribution.RouteProblemAlert,Beavews can't distwibute goods ,
Distribution.RouteProblemPanel,Some w-woutes awe not functioning. ,
Distribution.RoutePaused,Paused ,
Distribution.SelectGood,Sewect good ,
Districts.DefaultDistrictName,Distwict {0} ,"{0} is a number. By default districts are named District 1, District 2 etc."
Districts.Districts,Distwicts ,
Districts.GlobalView,Gwobaw v-view ,
Dwelling.Inhabitants,Inhabitants: {0} ,{0} stands for a number. How many beavers live in this house.
Dwelling.AssignAny,Assign any ,A button which assigns a random beaver to this house. Please keep short - constrained space.
Dwelling.AssignUnemployed,Assign unempwoyed ,A button which assigns a unemployed beaver to this house. Please keep short - constrained space.
Dwelling.Dwellers,Dwewwews ,Header for the box of the inhabitants/tenants of this house
Dwelling.Newborn,{0} was b-bown! ,{0} stands for beaver name. Notification that shows when a new beaver is born.
Dwelling.NoBeaverCanReach,No beavew can weach this dwewwing. ,Information that this building is unreachable for any beavers.
Dwelling.NoUnemployedCanReach,No unempwoyed beavew can w-weach this dwewwing. ,Information that this building is unreachable for any unemployed beavers.
Emptying.Empty,Empty stowage ,A command for beavers to empty this storage.
Emptying.EmptyingInProgress,B-Buiwding is being emptied and does not accept new goods. ,
EntityPanel.ChangeName,Entew a new name: ,Shown when renaming a beaver or a building
EntityPanel.Hide,Hide d-descwiption ,Tooltip for a button which hides description
EntityPanel.Show,Show descwiption ,Tooltip for a button which shows description
ExceptionPanel.HowToFindReport,Y-You can see w-what data wiww be incwuded in the wepowt hewe: ,
ExceptionPanel.Introduction,that was unexpected. the bwame is on us b-but you c-can hewp us f-fix the pwobwem by sending a cwash wepowt. ,
ExceptionPanel.ManualInstructions,"Awtewnativewy, you c-can send the wepowt manuawwy: ",
ExceptionPanel.PrivacyPolicyAccept,I accept t-the ,Next to a checkbox and followed by ExceptionPanel.PrivacyPolicyLink
ExceptionPanel.PrivacyPolicyLink,Pwivacy P-Powicy ,Preceded by a checkbox and ExceptionPanel.PrivacyPolicyToggle
ExceptionPanel.SendFail,"Sending faiwed, cwick t-to wetwy ",
ExceptionPanel.SendReport,Send ewwow wepowt to the Timbewbown team ,
ExceptionPanel.SendSuccess,"W-We w-weceived youw wepowt, thank you! ",
ExceptionPanel.Sending,Sending... ,
ExceptionPanel.Title,Uh oh... a bug :'( ,
Faction.Folktails.Description,"Easygoing but hawdwowking, Fowktaiws awe expewt fawmews. they wespect natuwe and it wewawds t-them wif pwentifuw bounties. 
theiw moddo: <i>Comfowt, food, and stuwdy wood.</i>",Description of a beaver faction
Faction.Folktails.DisplayName,Fowktaiws ,Name of a faction
Faction.IronTeeth.Description,"Defectows of the twaditionaw timbew ways, they m-mastewed iwon and science to buiwd advanced machinewy. 
they achieve pwogwess thwough ingenuity, efficiency, and diswegawd fow the enviwonment.   
theiw moddo: <i>Wowk hawd, wowk hawd.</i>",Description of a beaver faction
Faction.IronTeeth.DisplayName,I-Iwon T-Teef ,Name of a faction
FactionSelection.Header,Sewect faction ,
FactionSelection.NewFactionUnlocked,New faction unwocked: ,Followed by the name of a faction in new line
FactionSelection.WellbeingCondition,T-To unwock weach avewage weww being of {0} whiwe pwaying {1}. ,{0} stands for a number {1} stand for Faction.DisplayName
Fields.Harvesting,Hawvesting ,Preceded by Fields.PriorityAction
Fields.Planting,Pwanting ,Preceded by Fields.PriorityAction
Fields.PriorityAction,Pwiowitized action: ,Which of the actions is prioritized.
GameExitPanel.Exit,Exit ,A button please keep short
GameExitPanel.Message,"Befowe you go, hewp us make the game beddew by shawing youw feedback. ",
GameExitPanel.ShareFeedback,Shawe feedback ,A button please keep short
GameExitPanel.Title,thanks fow pwaying Timbewbown E-Eawwy Access! ,
Gathering.GathererFlag.Action,Gathews: ,"Followed by a list of goods, like Gathers: Berries"
Gathering.Nothing,Nothing ,Nothing is prioritized to be gathered.
Gathering.Prioritize,Pwiowitize: ,Which resource is prioritized to be gathered.
Goals.Button,Goaws ,A button please keep short
Goals.NotEligible,not ewigibwe whiwe p-pwaying this faction! ,Preceded by Goals.Progress
Goals.Unlocked,unwocked! ,Preceded by Goals.Progress
Goals.Progress,Pwogwess: ,
Good.Berries.DisplayName,Bewwies ,Resource name
Good.Berries.PluralDisplayName,Bewwies ,Resource name
Good.Book.DisplayName,Book ,Resource name
Good.Book.PluralDisplayName,Books ,Resource name
Good.Bread.DisplayName,Bwead ,Resource name
Good.Bread.PluralDisplayName,Bwead ,Resource name
Good.Carrot.DisplayName,Cawwot ,Resource name
Good.Carrot.PluralDisplayName,Cawwots ,Resource name
Good.CattailCracker.DisplayName,Caddail cwackew ,"Crackers made from flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailCracker.PluralDisplayName,Caddail cwackews ,"Crackers made from flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailFlour.DisplayName,Caddail fwouw ,"Flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailFlour.PluralDisplayName,Caddail f-fwouw ,"Flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailRoot.DisplayName,Caddail woot ,"Root of plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailRoot.PluralDisplayName,Caddail woots ,"Root of plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.Chestnut.DisplayName,Chestnut ,"Fruit of a Aesculus hippocastanum tree, also known as conkers"
Good.Chestnut.PluralDisplayName,Chestnuts ,"Fruit of a Aesculus hippocastanum tree, also known as conkers"
Good.Explosives.DisplayName,Expwosives ,Resource name. Not to be confused with the Dynamite building.
Good.Explosives.PluralDisplayName,Expwosives ,Resource name. Not to be confused with the Dynamite building.
Good.Flour.DisplayName,Fwouw ,Resource name
Good.Flour.PluralDisplayName,Fwouw ,Resource name
Good.Gear.DisplayName,Geaw ,Resource name
Good.Gear.PluralDisplayName,G-Geaws ,Resource name
Good.GrilledChestnut.DisplayName,Gwiwwed chestnut ,"Grilled fruit of a Aesculus hippocastanum tree, also known as conkers, keep plant name same as Good.Chestnut.DisplayName."
Good.GrilledChestnut.PluralDisplayName,Gwiwwed chestnuts ,"Grilled fruit of a Aesculus hippocastanum tree, also known as conkers, keep plant name same as Good.Chestnut.DisplayName."
Good.GrilledPotato.DisplayName,Gwiwwed potato ,Resource name
Good.GrilledPotato.PluralDisplayName,Gwiwwed potatoes ,Resource name
Good.GrilledSpadderdock.DisplayName,Gwiwwed spaddewdock ,"Grilled plant Nuphar Lutea, keep plant name same as NaturalResource.Spadderdock.DisplayName"
Good.GrilledSpadderdock.PluralDisplayName,Gwiwwed spaddewdock ,"Grilled plant Nuphar Lutea, keep plant name same as NaturalResource.Spadderdock.DisplayName"
Good.Log.DisplayName,Wog ,Resource name
Good.Log.PluralDisplayName,Wogs ,Resource name
Good.MaplePastry.DisplayName,Mapwe pastwy ,A baked good filled with maple syrup.
Good.MaplePastry.PluralDisplayName,Mapwe pastwies ,A baked good filled with maple syrup.
Good.MapleSyrup.DisplayName,Mapwe sywup ,Sweet syrup created from maple sap
Good.MapleSyrup.PluralDisplayName,Mapwe sywup ,Sweet syrup created from maple sap
Good.MetalBlock.DisplayName,Metaw b-bwock ,Resource name
Good.MetalBlock.PluralDisplayName,Metaw bwocks ,Resource name
Good.Paper.DisplayName,Papew ,Resource name
Good.Paper.PluralDisplayName,Papew ,Resource name
Good.PineResin.DisplayName,Pine wesin ,Also known as pine sap. Pine is the type of tree defined in NaturalResource.Pine.DisplayName.
Good.PineResin.PluralDisplayName,P-Pine wesin ,Also known as pine sap. Pine is the type of tree defined in NaturalResource.Pine.DisplayName.
Good.Plank.DisplayName,Pwank ,Resource name
Good.Plank.PluralDisplayName,Pwanks ,Resource name
Good.Potato.DisplayName,Potato ,Resource name
Good.Potato.PluralDisplayName,Potatoes ,Resource name
Good.ScrapMetal.DisplayName,Scwap metaw ,Resource name
Good.ScrapMetal.PluralDisplayName,Scwap metaw ,Resource name
Good.Spadderdock.DisplayName,Spaddewdock ,A plant formally called Nuphar Lutea
Good.Spadderdock.PluralDisplayName,Spaddewdock ,A plant formally called Nuphar Lutea
Good.TreatedPlank.DisplayName,Tweated pwank ,Plank impregnated with resin. Use the same word for plank as in Good.Plank.
Good.TreatedPlank.PluralDisplayName,Tweated pwanks ,Plank impregnated with resin. Use the same word for plank as in Good.Plank.
Good.Water.DisplayName,Watew ,Resource name
Good.Water.PluralDisplayName,Watew ,Resource name
Good.Wheat.DisplayName,Wheat ,Resource name
Good.Wheat.PluralDisplayName,Wheat ,Resource name
Good.WheatFlour.DisplayName,Wheat fwouw ,Flour made out of wheat. Use the same name for wheat as in Good.Wheat.
Good.WheatFlour.PluralDisplayName,Wheat fwouw ,Flour made out of wheat. Use the same name for wheat as in Good.Wheat.
GoodConsuming.SupplyDescription,U-Uses: {0} ,{0} stands for resource name and amount per hour.
GoodConsuming.SupplyRemaining,Suppwy wiww wast fow {0} houws ,"{0} stands for hours. Describes a building which requires a certain resources to operate, such as water."
Goods.Nothing,Nothing ,
Growing.Time,Days to gwow: {0} ,{0} stands for a number of days. How many days left does this plant have to fully grow.
Hauling.Prioritize,Pwiowitize buiwding by hauwews ,building is a noun in this sentence. This building will be prioritized by haulers.
Homelessness.StrandedStatusMessage,Beavew is stwanded ,This status is activated after a beaver got stranded and cut off from the village.
Inventory.All,Aww ,A button please keep short
Inventory.Allowed,Awwowed: ,Please keep short. What types of resources are allowed in storage.
Inventory.Capacity,Capacity: ,How much space there is in the storage
Inventory.Default,D-Defauwt ,A button please keep short. The default resources will be desired.
Inventory.Desired,Desiwed: ,Please keep short. Which resources will be desired in the storage.
Inventory.IsEmpty,No goods i-in stock ,
Inventory.Full,Buiwding is fuww. ,Building full of items.
Inventory.Goods,Goods: ,
Inventory.Header.Desired,Desiwed ,Please keep short. Header above a column that tells how many of each resource is desired in the storage.
Inventory.Header.Name,Name ,Please keep short. Header above a column with names of resources allowed in the storage.
Inventory.Header.Stock,Stock ,Please keep short. Header above a column with amounts of resource in stock of the storage.
Inventory.None,N-None ,A button please keep short. No resources are allowed/desired
Inventory.StartingInventory,Stawting goods ,
KeyBindingsPanel.Bindings,"<b>Time</b> 
Change speed: ~, 1, 2, 3 
Pause: SPACE 
 
<b>Camewa</b> 
M-Move c-camewa: WASD / awwow keys, MMB (WMB if changed in seddings) 
Wotate camewa: Q / E, WMB (MMB) 
Zoom camewa: MOUSE WHEEW, PAGE UP / P-PAGE DOWN 
Move and wotate camewa fastew: SHIFt 
Save / westowe c-camewa position: CTWW + V / V-V 
Hide / show intewface: CTWW + H-H 
C-Change max visibwe wevew: AWt + MOUSE WHEEW 
Toggwe watew visibiwity: t 
 
<b>Buiwdings</b> 
W-Wotate buiwding: W / S-SHIFt + W 
Dewete buiwding: DEW 
Fowce dewete buiwding: SHIFt + D-DEW 
Pause / unpause buiwding: P",Description of available key bindings
KeyBindingsPanel.Header,Key bindings ,Header of the key bindings box
Labor.TransportWhenIdle,Twanspowt goods between wawehouses when idwe. ,Next to a toggle. Transport is a verb here.
LoadMapPanel.Header,Edit map ,
MainMenu.WelcomeScreenStart,Stawt! ,A button please keep short
MainMenu.WelcomeScreenText,"Gweetings seddlew! 
 
You awe now pwaying <i>Timbewbown Eawwy Access</i>. 
 
the paf ahead is exciting but beaw in mind that t-the game is a wowk in pwogwess. W-We keep adding new content and many existing pawts of the game wequiwe fuwthew wowk. Bugs and cwashes wiww happen. Pwease shawe youw feedback using the <i>Go to feedback site</i> buddon ow on t-the officiaw Discowd sewvew. 
 
If you p-pweviouswy pwayed T-Timbewbown Awpha, Beta ow Demo, t-the game has since been heaviwy optimized and contains new content, incwuding new buiwdings, the s-second p-pwayabwe faction, and m-mowe. Be pwepawed that some mechanics h-have been wedesigned and wowk diffewentwy. 
 
Good wuck and wemembew to stay hydwated!",
MainMenu.WelcomeScreenTitle,Eawwy Access Infowmation ,Header of the welcome screen popup.
Manufactory.CurrentRecipe,Wecipe: ,Text before a dropdown for changing factory recipe - what the factory produces from what ingredients.
Manufactory.NoRecipeOption,None ,Text shown in a dropdown when no recipe is selected. Keep below 15 characters.
Manufactory.NoRecipeStatus,No wecipe is sewected. ,A warning that no recipe is selected for crafting
Manufactory.NoRecipeStatusShort,No wecipe sewected ,A warning that no recipe is selected for crafting. Please keep short.
Manufactory.Recipe.FlowingWater,F-Fwowing w-watew ,Water brought in buckets from other places is discharged in a building (Water dump) creating freely flowing water. This freely flowing water is the recipe product.
MapEditor.Brush.AbsoluteTerrainHeight,Tewwain height (absowute) ,A tool that changes terrain height to an absolute value.
MapEditor.Brush.Density,D-Density ,Density of objects.
MapEditor.Brush.Height.Label,Bwush height: ,Either absolute or relative height at which brush will paint.
MapEditor.Brush.Height.Shortcuts,"[ [ ] / [ ] ], [AWT-WHEEW] ",
MapEditor.Brush.NaturalResourceRemoval,Wemove natuwaw wesouwces ,Natural resources meaning trees and bushes
MapEditor.Brush.NaturalResourceSpawning,Natuwaw wesouwces ,Natural resources meaning trees and bushes
MapEditor.Brush.RandomizeYieldGrowth,Wandomize y-yiewd gwowf ,"This text is next to a toggle that randomizes the percentage growth of fruit, chestnuts or other things that can be gathered and regrow"
MapEditor.Brush.RelativeTerrainHeight.Tip,Howd <b>SHIFT</b> to wowew. ,To lower ground.
MapEditor.Brush.RelativeTerrainHeight.Title,Tewwain height (wewative) ,A tool that changes terrain height by a value relative to the original height.
MapEditor.Brush.Shape.Label,Bwush s-shape: ,
MapEditor.Brush.Shape.Round,Wound ,
MapEditor.Brush.Shape.Shortcuts,[\] ,
MapEditor.Brush.Shape.Square,Squawe ,
MapEditor.Brush.Size.Label,Bwush s-size: ,
MapEditor.Brush.Size.Shortcuts,"[-] / [+], [CTWW-WHEEW] ",
MapEditor.Exit,E-Exit editow ,A button please keep short
MapEditor.Layers.Header,Wayews ,"A header above a list of map layers that can be hidden, such as water or trees"
MapEditor.Layers.NaturalResources,Natuwaw wesouwces ,
MapEditor.Layers.Water,Watew ,
MapEditor.LoadMap.Header,Sewect map ,
MapEditor.NewMap,New map ,A button please keep short
MapEditor.NewMap.Create,Cweate ,A button which confirms new map parameters and starts the map editor
MapEditor.NewMap.Header,New map ,
MapEditor.NewMap.Size,Size: ,
MapEditor.NoStartingLocation,Add a Stawting W-Wocation. ,Notification that there is no starting location object. Keep consistent with Building.StartingLocation.DisplayName.
MapEditor.SaveMap.Header,S-Save map ,
MapEditor.SaveMap.MapExists,M-Map {0} awweady exists. ,{0} stands for map name
MapEditor.SaveMap.NamePlaceholder,Entew vawue... ,Placeholder text in an empty map name text field
MapEditor.SaveMap.SavedAs,Saved as {0} ,{0} stands for map name. A notification when a map has been saved.
MapEditor.SizePrompt,Entew s-size between {0}x{0} and {1}x{1}. ,{0} and {1} stands for a number
MapEditor.Tip,Tip: Use the watew speed contwows at the top o-of the scween to pwefiww youw map wif watew. ,Tip on the loading screen of the map editor.
MapSelection.CustomMap,Custom ,Meaning map is custom created by players. Keep short.
MapSelection.Header,Sewect map ,
MapSelection.Recommended,Wecommended ,This map is recommended for new players.
Mechanical.BlockedConnection,Powew connection is b-bwocked! ,Power is not an electrical but mechanical/kinetic energy.
Mechanical.Efficiency,Efficiency: {0}% ,{0} stands for efficiency percentage number. How efficient workshop is at using the energy.
Mechanical.NetworkPower,Netwowk p-powew suppwy / demand: {0} / {1} ,{0} stands for supply amount {1} stands for demand amount followed by PowerSymbol
Mechanical.NoPower,B-Buiwding needs powew to opewate. Connect it to a p-powew genewatow. ,
Mechanical.NoPowerShort,B-Buiwding wacks powew ,Power is not an electrical but mechanical/kinetic energy.
Mechanical.PowerInput,Powew input: {0} ,{0} stands for power amount followed by PowerSymbol
Mechanical.PowerInputMaximum,Powew input / maximum: {0} / {1} ,{0} stands for input amount {1} stands for maximum amount followed by PowerSymbol
Mechanical.PowerOutput,Powew output: {0} ,{0} stands for power amount
Mechanical.PowerSymbol,hp ,Please keep short. Stands for horse power; should keep similar.
Mechanical.PowerSymbolPerFlow,hp/cms ,Please keep short. Stands for horse power per cubic metre per second; hp should be the same as Mechanical.PowerSymbol.
Menu.Continue,Continue ,A button in main menu which opens the previously played game. Please keep short
Menu.Credits,Cwedits ,A button please keep short
Menu.EditMap,Edit map ,A button please keep short
Menu.ExitChangesLostPrompt,Awe you suwe y-you wish to exit? U-Unsaved changes wiww be wost. ,
Menu.ExitGame,Exit game ,A button please keep short
Menu.ExitToDesktop,Exit to desktop ,A button please keep short
Menu.ExitToDesktopPrompt,Awe you s-suwe you want t-to exit the game? ,
Menu.ExitToMenu,E-Exit to main menu ,A button please keep short
Menu.ExitToMenuPrompt,Awe y-you suwe you wish t-to exit to main menu? ,
Menu.Feedback,Go to feedback s-site ,A button please keep short
Menu.KeyBindings,K-Key bindings ,A button please keep short
Menu.LoadGame,Woad game ,A button please keep short
Menu.NewGame,N-New game ,A button please keep short
