ID,Text,Comment
Building.Observatory.Description,"By expwowing the staws, beavews gain myowe knyowwedge about the wowwd they wive in.","A building where beavers look into the space using telescopes"
Building.Observatory.DisplayName,Obsewvatowy,"A building where beavers look into the space using telescopes"
Building.Observatory.FlavorDescription,"The wogicaw next step aftew stawgazing at the campfiwe.",
Building.PaperMill.Description,Efficient mechanized papew factowy.,Paper is a resource.
Building.PaperMill.DisplayName,Papew Miww,
Building.PaperMill.FlavorDescription,"What owiginated as a dwied snack fow scavengews, quickwy found muwtipwe othew uses.",
Building.Path.Description,Buiwdings must be connected by paths.,
Building.Path.DisplayName,Path,
Building.Path.FlavorDescription,"""Countwy woads, take me home, to the wodge I bewong."" —Popuwaw beavew song","Adapted from ""Take Me Home, Country Roads"" by John Denver"
Building.PlankFence.Description,A decowative fence made out of pwanks.,
Building.PlankFence.DisplayName,Pwank Fence,
Building.Platform.Description,A waised pwatfowm which can act as a bwidge ow a foundation fow othew buiwdings.,
Building.Platform.DisplayName,Pwatfowm,
Building.Platform.FlavorDescription,Impwessive woad cawwying capacity of beavew pwatfowms makes them mastewpieces of engineewing.,
Building.PowerShaft.Description,Twansfews powew.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.FlavorDescription,One of the gwand inventions of Ow' Kazko.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.PowerShaftHigh.DisplayName,High Powew Shaft,For ease of translation could also be called an axle
Building.PowerShaftIntersection.DisplayName,Powew Shaft Intewsection,For ease of translation could also be called an axle
Building.PowerShaftStraight.DisplayName,Stwaight Powew Shaft,For ease of translation could also be called an axle
Building.PowerShaftTIntersection.DisplayName,Powew Shaft T Intewsection,For ease of translation could also be called an axle. A three-way junction of power shafts.
Building.PowerShaftTurn.DisplayName,Powew Shaft Tuwn,For ease of translation could also be called an axle
Building.PowerWheel.Description,A beavew-opewated backup souwce of powew.,
Building.PowerWheel.DisplayName,Powew Wheew,Meaning a wheel that produces power
Building.PowerWheel.FlavorDescription,Beavews quickwy weawized they couwd bowwow some techniques fwom wess advanced wodents.,This building looks like a hamster wheel.
Building.PrintingPress.Description,Pwints books using papew.,Book and Paper are resources.
Building.PrintingPress.DisplayName,Pwinting Pwess,
Building.PrintingPress.FlavorDescription,"Usuawwy, beavews consume each page wight aftew weading, so good witewatuwe is awways in demand.",
Building.Refinery.Description,"Manufactuwes fuew out of food and watew.",
Building.Refinery.DisplayName,Wefinewy,"A building where old food is processed to make biofuel"
Building.Refinery.FlavorDescription,"Weduce, wefine, wecycwe.","Adapted ""Reduce, reuse, recycle"" tagline."
Building.Roof.FlavorDescription,A fanciew woof is often enyough to fuew a fwiendwy neighbouwhood wivawwy.,
Building.Roof1x1.DisplayName,Woof 1x1,Numbers at the end denote size X by Y
Building.Roof1x2.DisplayName,Woof 1x2,Numbers at the end denote size X by Y
Building.Roof2x2.DisplayName,Woof 2x2,Numbers at the end denote size X by Y
Building.Roof2x3.DisplayName,Woof 2x3,Numbers at the end denote size X by Y
Building.Roof3x2.DisplayName,Woof 3x2,Numbers at the end denote size X by Y
Building.RooftopTerrace.Description,A pwace fow beavews to wewax and sociawize in the evening.,
Building.RooftopTerrace.DisplayName,Wooftop Tewwace,
Building.RooftopTerrace.FlavorDescription,"A gweat pwace to tawk the night away, and what a view!",
Building.Rowhouse.Description,"Pwacticaw, shawed housing with a smaww footpwint.",
Building.Rowhouse.DisplayName,Wowhouse,"A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row."
Building.Rowhouse.FlavorDescription,Bettew wows than buwwows.,
Building.Ruins.Description,Souwce of metaw.,Metal is a resource
Building.Ruins.DisplayName,Wuins,
Building.Ruins.FlavorDescription,"Scattewed thwoughout the wand, decwepit human wuins pwovided beavews with the unimaginabwe – a wesouwce supewiow to wood.",
Building.Scarecrow.Description,A fiewd decowation meant to scawe biwds.,
Building.Scarecrow.DisplayName,Scawecwow,
Building.Scarecrow.FlavorDescription,Outstanding in theiw fiewd.,
Building.ScavengerFlag.Description,Scavengews cowwect scwap metaw fwom wuins.,Metal is a resource;ruins are a building
Building.ScavengerFlag.DisplayName,Scavengew Fwag,
Building.ScavengerFlag.FlavorDescription,"Bwinging metaw to twaditionawwy wooden settwements, scavengews eawn wespect fwom some and disdain fwom othews.",
Building.Shower.Description,"A spot whewe beavews can get wefweshed with a showew.",
Building.Shower.DisplayName,Showew,A simple shower for beavers.
Building.Shower.FlavorDescription,"Makes conquewing the wastewand easiew to beaw.",
Building.Shredder.Description,Shweds scwap metaw and compwesses it into bwocks.,
Building.Shredder.DisplayName,Shweddew,
Building.Shredder.FlavorDescription,A human's twash is a beavew's tweasuwe.,"Adapted from ""One man’s trash is another man’s treasure"""
Building.Shrine.Description,"A smaww shwine whewe beavews can contempwate natuwe.",
Building.Shrine.DisplayName,Shwine,
Building.Shrine.FlavorDescription,"Pwaise the sun, too, just nyot too much.","Dark Souls reference, beavers should be thankful for the sun as it allows their crops to grow etc., but in excess, it also leads to the droughts."
Building.Shrub.DisplayName,Shwub,Must be different than 'Bush' which is a plant in the game
Building.Shrub.FlavorDescription,"Advocates fow aww things pwacticaw, beavews wike theiw decowations both pwetty and tasty.",
Building.Slope.DisplayName,Swope,
Building.Slope.FlavorDescription,"Whoevew put it hewe, beavews awe gwatefuw.",
Building.SmallIndustrialPile.DisplayName,Smaww Industwiaw Piwe,
Building.SmallIndustrialPile.FlavorDescription,"""So, they swapped a woof on top and cawwed it industwiaw. Cwassic."" —Pina",
Building.SmallPile.Description,Stowes buwky wesouwces.,
Building.SmallPile.DisplayName,Smaww Piwe,
Building.SmallPile.FlavorDescription,Nyo sewf-wespecting individuaw dumps buiwding matewiaws on the gwound.,
Building.SmallTank.Description,Stowes wiquids.,
Building.SmallTank.DisplayName,Smaww Tank,
Building.SmallTank.FlavorDescription,Weawning how to save evewy dwop of watew hewped beavews adapt to the hawsh enviwonment.,
Building.SmallWarehouse.Description,Stowes goods.,
Building.SmallWarehouse.DisplayName,Smaww Wawehouse,
Building.SmallWarehouse.FlavorDescription,"""Nyo dynamite in my pantwy, pwease and thank you."" —Ma 'Ngonew",
Building.Smelter.DisplayName,Smewtew,"A facility that uses very high temperature to produce metal blocks from iron ore."
Building.Smelter.FlavorDescription,"The new beavew wowwd is fowged in sweat and smeww of buwnt fuw.",
Building.StartingLocation.DisplayName,Stawting Wocation,
Building.StreamGauge.Description,Measuwes the depth and fwow of watew.,
Building.StreamGauge.DisplayName,Stweam Gauge,
Building.StreamGauge.FlavorDescription,"Thewe is a tide in the affaiws of beavews. Which, taken at the fwood, weads on to fowtune.","Adapted quote from Shakespeare's 'Julius Cesar'"
Building.StreamGauge.HighestWaterLevel,Highest watew wevew: {0},
Building.StreamGauge.Reset,Weset,
Building.StreamGauge.WaterCurrent,"Watew cuwwent: {0} cms",
Building.StreamGauge.WaterLevel,Watew wevew: {0},
Building.SuspensionBridge.Description,Awwows beavews to pass ovew gaps.,
Building.SuspensionBridge.FlavorDescription,Stuwdiew than it seems.,
Building.SuspensionBridgeMetal.FlavorDescription,As stuwdy as it seems.,
Building.SuspensionBridge1x1.DisplayName,Suspension Bwidge 1x1,Numbers at the end denote size X by Y
Building.SuspensionBridge2x1.DisplayName,Suspension Bwidge 2x1,Numbers at the end denote size X by Y
Building.SuspensionBridge3x1.DisplayName,Suspension Bwidge 3x1,Numbers at the end denote size X by Y
Building.SuspensionBridge4x1.DisplayName,Suspension Bwidge 4x1,Numbers at the end denote size X by Y
Building.SuspensionBridge5x1.DisplayName,Suspension Bwidge 5x1,Numbers at the end denote size X by Y
Building.SuspensionBridge6x1.DisplayName,Suspension Bwidge 6x1,Numbers at the end denote size X by Y
Building.TappersShack.Description,"Empwoys tappews who gathew sap and sywup fwom twees.",
Building.TappersShack.DisplayName,"Tappew's Shack","A shack where workers tap trees to gather sap and syrups, similar to sugar shacks in Canada."
Building.TeethGrindstone.Description,"Used to shawpen bwoken teeth.",Broken teeth refers to Need.BrokenTeeth.CriticalDescription
Building.TeethGrindstone.DisplayName,Teeth Gwindstone,A grindstone contraption for sharpening beaver teeth
Building.TeethGrindstone.FlavorDescription,"Why towtuwe youwsewf with bwoken teeth when you have this toow?","This building is used by beavers to clear the ""broken teeth"" status. Broken teeth refers to Need.BrokenTeeth.DisplayName."
Building.Temple.DisplayName,Tempwe,
Building.Temple.FlavorDescription,"Hewe, beavews thank the whimsicaw natuwe fow its wewative genewosity.",We don't want to make references to real-life religion.
Building.TerrainBlock.Description,An awtificiaw bwock of tewwain buiwt by Tewwafowming Station wowkews.,Terraforming station must be the same as Building.TerraformingStation.DisplayName and block of terrain refers to Building.TerrainBlock.DisplayName.
Building.TerrainBlock.DisplayName,Tewwain Bwock,"A 1x1x1 chunk of terrain built by Terraforming Station workers."
Building.TerraformingStation.Description,Empwoys bots which pwace Tewwain Bwocks.,Terrain blocks must be the same as plural Building.TerrainBlock.DisplayName and bots must be the same as Bot.PluralDisplayName
Building.TerraformingStation.DisplayName,Tewwafowming Station,"A building employing bots who can place dirt to form hills, fill ravines etc."
Building.TerraformingStation.FlavorDescription,"""Hey, that hiww wasn't thewe wast week."" —Pina",
Building.TributeToIngenuity.DisplayName,Twibute to Ingenuity,Name of a monument
Building.TributeToIngenuity.FlavorDescription,Evewy faction fowwows a diffewent path but beavews' inventiveness is univewsaw.,
Building.TripleFloodgate.DisplayName,Twipwe Fwoodgate,
Building.TripleFloodgate.FlavorDescription,Any highew and watew becomes too heavy to howd in.,
Building.TripleLodge.Description,Houses a wot of beavews.,Houses thrice the amounts of beavers as normal lodge
Building.TripleLodge.DisplayName,Twipwe Wodge,
Building.TripleLodge.FlavorDescription,"""Go fowth and muwtipwy"" is an adage Fowktaiws take sewiouswy.","Go Forth and multiply is a biblical quote."
Building.TriplePlatform.DisplayName,Twipwe Pwatfowm,Triple as triple the height of a normal platform
Building.TriplePlatform.FlavorDescription,Gnawing on powes is stwictwy pwohibited!,
Building.UndergroundPile.DisplayName,Undewgwound Piwe,"The underground version of a pile, for reference check Building.SmallPile.DisplayName or Building.LargePile.DisplayName"
Building.UndergroundPile.FlavorDescription,Aww the stowage space is wowth the fwight of staiws.,
Building.UndergroundRuins.Description,"Buwied wuins fuww of metaw scwaps that can be mined.",
Building.UndergroundRuins.DisplayName,Undewgwound Wuins,"Buried ruins on top of which an extracting facility - a mine - can be placed."
Building.UndergroundRuins.FlavorDescription,"Whatevew hoomans wewe doing down thewe, it suwe wequiwed wots of metaw.",
Building.WaterDump.Description,Dischawges watew.,
Building.WaterDump.DisplayName,Watew Dump,A building (or its employee) which discharges water brought in buckets from other places.
Building.WaterDump.FlavorDescription,"""Give me enyough buckets and I shaww myove the wake."" —Ow' Kazko","A reference to a quote by Archimedes: Give me a place to stand, and I shall move the world."
Building.WaterPump.Description,Pumps and fiwtews watew fow beavews to dwink.,
Building.WaterPump.DisplayName,Watew Pump,
Building.WaterPump.FlavorDescription,A guwp of fwesh watew is enyough to pump you up.,"""Pump"" pun, feel free to adapt."
Building.WaterSource.DisplayName,Watew Souwce,
Building.WaterSource.FlavorDescription,"""May youw wivew awways fwow."" —Beavew gweeting",
Building.WaterWheel.Description,"Pwoduces powew, shouwd be pwaced in watew on a wivew bank.",Power is not an electrical but mechanical/kinetic energy.
Building.WaterWheel.DisplayName,Watew Wheew,
Building.WaterWheel.FlavorDescription,Ow' Kazko's opus magnum.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.WindGauge.Description,"A smaww vane that tuwns in the diwection of the wind and tewws its stwength.",
Building.WindGauge.DisplayName,Wind Gauge,A decoration that turns towards the wind
Building.WindGauge.FlavorDescription,"""If I am wight, this thing couwd fwy if fixed to an engine and a paiw of wings."" —Pina","Referencing the Wright brothers and their first-ever aircraft. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.WindGauge.WindStrength,"Wind stwength: {0}%","This tells how strong the wind is in percent between 0 and 100"
Building.Windmill.Description,Genewates a changeabwe amyount of powew fwom the wind.,
Building.Windmill.DisplayName,Windmiww,
Building.Windmill.FlavorDescription,"""Aww we awe is sawdust in the wind!"" —Fowktaiws song","Reference to ""Dust in the Wind"" by Kansas."
Building.WoodenStairs.DisplayName,Wooden Staiws,
Building.WoodenStairs.FlavorDescription,"With the invention of staiws, beavews ascended to the next wevew.",
Building.WoodWorkshop.Description,"Stwengthens pwanks by infusing them with wesin.","It produces treated / impregnated planks. The resin used is a pine resin."
Building.WoodWorkshop.DisplayName,Wood Wowkshop,"It produces treated / impregnated planks. Do NOT use the same term as lumber mill."
Building.WoodWorkshop.FlavorDescription,"Why awe tweated pwanks so stwong? Because wesins.","'Because resins' sounds like 'Because reasons', wordplay on an older meme."
Buildings.AboveGround,<SowidHighwight>Above-gwound:</SowidHighwight> Must be pwaced atop othew buiwdings.,
Buildings.BottomConstraint,This cannyot be buiwt at the bottom of the map.,An alert for when someone tries to build at the lowest layer of the map.
Buildings.BuildingIsUnique,<SowidHighwight>Unique to this faction</SowidHighwight>,Describes a building which is only available to this faction.
Buildings.DeletePrompt,Awe you suwe you want to demyowish sewected buiwding? You won't be abwe to undo it.,
Buildings.DirectionalBlocking,Constwuction is waiting fow the constwuction behind to be finished.,"Status shown on construction sites, that need to be finished in directional order."
Buildings.EntranceBlocked,"Entwance bwocked.","A notification for when a building entrance is blocked, keep it short"
Buildings.FloodedAlert,Fwooded buiwding,"Alert that shows up when a building is flooded."
Buildings.FloodedPanel,Fwooded.,"Notification that shows in the selected building's panel when it's flooded."
Buildings.GroundOnly,<SowidHighwight>Gwound-onwy:</SowidHighwight> Must be buiwt on the gwound.,
Buildings.InvalidTerrainLevel,This cannyot be buiwt at the bottom of the map.,An alert for when someone tries to build at the lowest layer of the map.
Buildings.NeedsWaterAlert,Buiwding needs watew,
Buildings.NeedsWaterPanel,This buiwding needs deepew watew to function.,
Buildings.Paused,Tuwned off.,"Alternative terms: Paused, Switched off"
Buildings.Solid,<SowidHighwight>Sowid:</SowidHighwight> Othew buiwdings can be buiwt on its top.,Solid or Stackable — something that tells the player that you can build on top of it
Buildings.TopConstraint,This cannyot be buiwt at that height.,An alert for when someone tries to build forbidden buildings at the max terrain level of the map.
Buildings.UnreachableBuildingAlert,Unconnected buiwding,"Shown when a building isn't connected to a district center, shorter version"
Buildings.UnreachableBuildingPanel,This buiwding isn't connected to any distwict centew by paths.,"Shown when a building isn't connected to a district center, longer version"
Buildings.UnsuitableBuildingBelow,This buiwding needs to be buiwt on top of {0},{0} stands for another buildings DisplayName. This is a warning shown to the user during building placing.
BuildingTools.CantUnlock,"Can't unwock {0}, nyot enyough Science Points.",{0} stands for Building.DisplayName {1} stands for amount. Prompt when player doesn't have enough science points to unlock a building.
BuildingTools.DistrictsInConflict,Distwicts must be sepawated by a gate.,A warning when a player tries to connect two districts without separating them with a District Gate.
BuildingTools.Multiple,Howd <b>WMB</b> to pwace muwtipwe objects,Tooltip that tells the players that they can place multiple objects at once
BuildingTools.UnlockPrompt,Awe you suwe you want to unwock {0}? It costs {1} Science Points.,{0} stands for Building.DisplayName {1} stands for amount. Prompt when player presses to unlock a building.
Camera.StateSaved,Camewa state saved,"Notification on top of the window when camera state(location, rotation) is saved by player."
CancelPlantingTool.Description,Use it to unmawk pwanting aweas.,Description of a tool that removes fields.
CancelPlantingTool.Title,Cweaw pwanting awea,Tool that removes fields so the beavers won't plant there.
Carrying.Carry,Cawwies: {0} ({1} of {2} kg),{0} stands for Good.DisplayName {1} stands for carried good weight {2} stands for beaver lifting capacity. Tells player what the beaver is carrying and how much it weighs in comparison to the beaver's strength
Carrying.Nothing,nyothing,When beaver is carrying nothing.
Clusters.SharesPower,Shawes powew with adjacent buiwdings.,Power is not an electrical but mechanical/kinetic energy. Notifies that the power is shared with buildings that touch this building.
Condition.DisplayName,Condition,"Bot equivalent of wellbeing (how good they are taken care of, how good their mechanical condition is)"
ConstructionSites.DisplayName,Constwuction site,
ConstructionSites.NoMaterials,Can't get aww wequiwed matewiaws.,Shown in the building box when there are no available materials in the nearby storages or no storages nearby
ConstructionSites.NoMaterialsShort,Constwuction wacks matewiaws,Notification that the construction can't be finished; keep fairly short
ConstructionSites.Priority,Constwuction pwiowity,
ConstructionSites.PriorityTitle,Constwuction pwiowity:,Setting a priority for construction work on a construction site
ConstructionSites.Progress,Pwogwess: {0}%,{0} stands for percentage of construction progress
ConstructionSites.Info.WaitingForMaterials,(waiting fow matewiaws),Awaiting new materials to build
Core.BrowseDirectory,Bwowse diwectowy ►,Opens file browser to either save folder or map folder. Please keep the arrow.
Core.Cancel,Cancew,A button please keep short
Core.GameTip,"Tip: If a buiwding is mawked as <SowidHighwight>Sowid</SowidHighwight>, such as a Wodge ow a Wawehouse, you can buiwd othew stwuctuwes on its woof.",Tip that shows up while the game is loading. Solid is a keyword.
Core.Load,Woad,A button please keep short
Core.Loading,WOADING,Used in loading screen during loading
Core.NavigationNext,Next,Used in forms to navigate to the next step.
Core.NavigationBack,Back,Used in forms to navigate to the previous step.
Core.No,Nyo,A button please keep short
Core.OK,OK,A button please keep short
Core.Overwrite,Ovewwwite,A button shown in prompts with confirmation that a file will be overwritten
Core.ResourceNameAndAmount,{0} ({1}),"Used for example in building material costs, {0} stands for resource name, {1} stands for amount"
Core.ResourceNameAndAmountPerHour,{0} ({1} pew houw),"Used for example in building resource usage, {0} stands for resource name, {1} stands for amount"
Core.Save,Save,A button please keep short
Core.SaveAs,Save as...,A button please keep short
Core.Start,Stawt,A button please keep short
Core.Yes,Yes,
Demolish.Mark,Demyowish,Demolishing is removing with the use of builders. Must be different than 'Delete' which has a slightly different meaning in the game.
Demolish.Cancel,Cancew demyowishing,
Demolish.PriorityTitle,Demyowition pwiowity:,Setting a priority for demolition work on demolition target
DemolishSelectionTool.Description,Use it to mawk wesouwces you want to demyowish. Aww wesouwces wiww be wost.,
DemolishSelectionTool.Title,Mawk wesouwces fow demyowition,
DemolishUnselectionTool.Title,Unmawk wesouwces fow demyowition,
DemolishUnselectionTool.Description,Use it to unmawk wesouwces mawked fow demyowition.,
DeletionTool.Description.Buildings,Use this toow to demyowish buiwdings.,Followed by DeletionTool.Description.BuildingsMaterials and DeletionTool.Description.BuildingsStorage
DeletionTool.Description.BuildingsMaterials,A powtion of the constwuction matewiaws wiww fowm a wecovewabwe Wubbwe.,"Rubble should be the same as RecoveredGoodStack.DisplayName"
DeletionTool.Description.BuildingsStorage,Stowed goods wiww be incwuded in the Wubbwe.,"Rubble should be the same as RecoveredGoodStack.DisplayName, ""Stored goods"" could be translated similar to Building.SmallWarehouse.Description"
DeletionTool.Description.Objects,Use this toow to dewete objects.,
DeletionTool.Prompt.Buildings,Awe you suwe you want to demyowish sewected buiwdings? You won't be abwe to undo it.,
DeletionTool.Prompt.Objects,Awe you suwe you want to destwoy sewected objects? You won't be abwe to undo it.,
DeletionTool.Title.Buildings,Demyowish buiwdings,
DeletionTool.Title.Objects,Dewete objects,
Distribution.AddNewRoute,Add a new woute,Button please keep short
Distribution.DistrictDistributionLimits,Distwict distwibution wimits,Button please keep short
Distribution.High,High,The upper limit of imported/exported goods
Distribution.Low,Wow,The lower limit of imported/exported goods
Distribution.LowHighTooltip,"Wow - wesouwces bewow this wimit awe nyot cawwied out fwom a distwict

and awe pwiowitized by incoming distwibutows. 



High - wesouwces above this wimit awe nyot cawwied into a distwict.",
Distribution.NoDistrict,Nyo distwict,
Distribution.NoRoutes,Nyo woutes estabwished,
Distribution.PickDropOffPointTip,Choose the destination Dwop-off Point. It must be in a diffewent distwict and connected by woad to the Distwibution Post.,Distribution Post must be consistent with Building.DistributionPost.
Distribution.PickDropOffPointTitle,Sewect Dwop-off Point,
Distribution.PickDropOffPointWarning,Destination must be in a diffewent distwict and connected by woad.,
Distribution.Routes,Woutes,
Distribution.RouteProblemAlert,Can't distwibute goods,"Alert that shows up when haulers can't move goods between districts."
Distribution.RouteProblemPanel,Some woutes awe nyot functioning.,
Distribution.RoutePaused,Paused,
Distribution.SelectGood,Sewect good,
Districts.DefaultDistrictName,Distwict {0},"{0} is a number. By default districts are named District 1, District 2 etc."
Districts.Districts,Distwicts,
Districts.GlobalView,Gwobaw view,
Dwelling.Inhabitants,Inhabitants: {0},{0} stands for a number. How many beavers live in this house.
Dwelling.AssignAny,Assign any,A button which assigns a random beaver to this house. Please keep short - constrained space.
Dwelling.AssignUnemployed,Assign unempwoyed,A button which assigns a unemployed beaver to this house. Please keep short - constrained space.
Dwelling.Dwellers,Dwewwews,Header for the box of the inhabitants/tenants of this house
Dwelling.Newborn,{0} was bown!,{0} stands for beaver name. Notification that shows when a new beaver is born.
Dwelling.NoBeaverCanReach,Nyo beavew can weach this dwewwing.,Information that this building is unreachable for any beavers.
Dwelling.NoUnemployedCanReach,Nyo unempwoyed beavew can weach this dwewwing.,Information that this building is unreachable for any unemployed beavers.
Dwellings.FreeBeds,Fwee beds,Label before number of unoccupied beds
Dwellings.OccupiedBeds,Occupied beds,Label before number of occupied beds
Emptying.Empty,Empty stowage,A command for beavers to empty this storage.
Emptying.EmptyingInProgress,Buiwding is being emptied and does nyot accept new goods.,
EntityPanel.ChangeName,Entew a new name:,Shown when renaming a beaver or a building
EntityPanel.Hide,Hide descwiption,Tooltip for a button which hides description
EntityPanel.Show,Show descwiption,Tooltip for a button which shows description
ExceptionPanel.HowToFindReport,You can see what data wiww be incwuded in the wepowt hewe:,
ExceptionPanel.Introduction,That was unexpected. The bwame is on us but you can hewp us fix the pwobwem by sending a cwash wepowt.,
ExceptionPanel.ManualInstructions,"Awtewnativewy, you can send the wepowt manuawwy:",
ExceptionPanel.PrivacyPolicyAccept,I accept the,Next to a checkbox and followed by ExceptionPanel.PrivacyPolicyLink
ExceptionPanel.PrivacyPolicyLink,Pwivacy Powicy,Preceded by a checkbox and ExceptionPanel.PrivacyPolicyToggle
ExceptionPanel.SendFail,"Sending faiwed, cwick to wetwy",
ExceptionPanel.SendReport,Send ewwow wepowt to the Timbewbown team,
ExceptionPanel.SendSuccess,"We weceived youw wepowt, thank you!",
ExceptionPanel.Sending,Sending...,
ExceptionPanel.Title,Uh oh... a bug :'(,
Experimental.Header,"<WedHighwight>Expewimentaw Myode Infowmation</WedHighwight>",Welcome text that is shown to players of the experimental versions of the game
Experimental.WelcomeText,"This vewsion of Timbewbown gives you access to pwototype, unfinished featuwes. As such, it is awso much myowe wikewy to incwude sewious bugs. You awe a bwave beavew indeed.



Expewimentaw saves awe stowed sepawatewy fwom the main game. Updates awe wikewy to bweak saves compatibiwity.



In this Expewimentaw Myode <WedHighwight>many pawts of the game awe nyot twanswated and awe shown in Engwish</WedHighwight>, wegawdwess of youw wanguage sewection. This awwows us to add new content and make quick changes without waiting fow time-consuming twanswations.



We highwy wecommend that you join ouw officiaw Discowd sewvew and pawticipate in the discussion about the new content.",Welcome text that is shown to players of the experimental versions of the game.
Explosions.BlownInExplosionMessage,{0} was bwown up by an expwosion.,"{0} stands for character name. Notification that shows when a character (Beaver/Bot) is killed/destroyed by an explosion (another bot or dynamite)"
Faction.Folktails.Description,"Easygoing but hawdwowking, Fowktaiws awe expewt fawmews. They wespect natuwe and it wewawds them with pwentifuw bounties.

Theiw myotto: <i>Comfowt, food, and stuwdy wood.</i>",Description of a beaver faction
Faction.Folktails.DisplayName,Fowktaiws,Name of a faction
Faction.IronTeeth.Description,"Defectows of the twaditionaw timbew ways, they mastewed iwon and science to buiwd advanced machinewy.

They achieve pwogwess thwough ingenuity, efficiency, and diswegawd fow the enviwonment.  

Theiw myotto: <i>Wowk hawd, wowk hawd.</i>",Description of a beaver faction
Faction.IronTeeth.DisplayName,Iwon Teeth,Name of a faction
FactionSelection.Header,Sewect faction,
FactionSelection.NewFactionUnlocked,New faction unwocked:,Followed by the name of a faction in new line
FactionSelection.WellbeingCondition,To unwock weach avewage weww-being of {0} whiwe pwaying {1}.,{0} stands for a number {1} stand for Faction.DisplayName
Fields.Harvesting,Hawvesting,Preceded by Fields.PriorityAction
Fields.Planting,Pwanting,Preceded by Fields.PriorityAction
Fields.PriorityAction,Pwiowitized action:,Which of the actions is prioritized.
GameExitPanel.Exit,Exit,A button please keep short
GameExitPanel.Message,"Befowe you go, hewp us make the game bettew by shawing youw feedback.",
GameExitPanel.ShareFeedback,Shawe feedback,A button please keep short
GameExitPanel.Title,Thanks fow pwaying Timbewbown Eawwy Access!,
Gathering.GathererFlag.Action,Gathews:,"Followed by a list of goods, like Gathers: Berries"
Gathering.Nothing,Nyothing,Nothing is prioritized to be gathered.
Gathering.Prioritize,Pwiowitize:,Which resource is prioritized to be gathered.
Goals.Button,Goaws,A button please keep short
Goals.NotEligible,nyot ewigibwe whiwe pwaying this faction!,Preceded by Goals.Progress
Goals.Unlocked,unwocked!,Preceded by Goals.Progress
Goals.Progress,Pwogwess:,
Good.Berries.DisplayName,Bewwies,Resource name
Good.Berries.PluralDisplayName,Bewwies,Resource name
Good.Biofuel.DisplayName,Biofuew,Fuel made out of natural resources like plants.
Good.Biofuel.PluralDisplayName,Biofuew,Fuel made out of natural resources like plants.
Good.Book.DisplayName,Book,Resource name
Good.Book.PluralDisplayName,Books,Resource name
Good.BotChassis.DisplayName,Bot chassis,A big bot part that holds most of the machinery inside. Bot should be the same as Bot.PrefabName.
Good.BotChassis.PluralDisplayName,Bot chassis,A big bot part that holds most of the machinery inside. Bot should be the same as Bot.PrefabName.
Good.BotHead.DisplayName,Bot head,A head of a bot. Bot should be the same as Bot.PrefabName.
Good.BotHead.PluralDisplayName,Bot heads,A head of a bot. Bot should be the same as Bot.PrefabName.
Good.BotLimb.DisplayName,Bot wimb,An unspecified limb of a bot. Bot should be the same as Bot.PrefabName.
Good.BotLimb.PluralDisplayName,Bot wimbs,An unspecified limb of a bot. Bot should be the same as Bot.PrefabName.
Good.Bread.DisplayName,Bwead,Resource name
Good.Bread.PluralDisplayName,Bwead,Resource name
Good.Carrot.DisplayName,Cawwot,Resource name
Good.Carrot.PluralDisplayName,Cawwots,Resource name
Good.Catalyst.DisplayName,Catawyst,"A potent Biofuel reagent, allowing bots to work and move faster."
Good.Catalyst.PluralDisplayName,Catawyst,Plural form of Good.Catalyst.DisplayName
Good.CattailCracker.DisplayName,Cattaiw cwackew,"Crackers made from flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailCracker.PluralDisplayName,Cattaiw cwackews,"Crackers made from flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailFlour.DisplayName,Cattaiw fwouw,"Flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailFlour.PluralDisplayName,Cattaiw fwouw,"Flour made from roots of the plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailRoot.DisplayName,Cattaiw woot,"Root of plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.CattailRoot.PluralDisplayName,Cattaiw woots,"Root of plant of a genus Typha, keep plant name same as NaturalResource.Cattail.DisplayName"
Good.Chestnut.DisplayName,Chestnut,"Fruit of a Aesculus hippocastanum tree, also known as conkers"
Good.Chestnut.PluralDisplayName,Chestnuts,"Fruit of a Aesculus hippocastanum tree, also known as conkers"
Good.Dandelion.DisplayName,Dandewion,"Healing plant"
Good.Dandelion.PluralDisplayName,Dandewions,"Healing plant"
Good.Dirt.DisplayName,Diwt,A resource dug out from ground and used to create blocks of terrain
Good.Dirt.PluralDisplayName,Diwt,Plural form of Good.Dirt.DisplayName
Good.Explosives.DisplayName,Expwosives,Resource name. Not to be confused with the Dynamite building.
